test file is  ./DSJC500.5.col.txt
iter 2580000 conflict 30
iter 2590000 conflict 28
iter 2600000 conflict 28
iter 2610000 conflict 38
iter 2620000 conflict 24
iter 2630000 conflict 36
iter 2640000 conflict 14
iter 2650000 conflict 12
iter 2660000 conflict 18
iter 2670000 conflict 16
iter 2680000 conflict 32
iter 2690000 conflict 22
iter 2700000 conflict 16
iter 2710000 conflict 38
iter 2720000 conflict 16
iter 2730000 conflict 22
iter 2740000 conflict 16
iter 2750000 conflict 28
iter 2760000 conflict 24
iter 2770000 conflict 18
iter 2780000 conflict 18
iter 2790000 conflict 24
iter 2800000 conflict 44
iter 2810000 conflict 28
iter 2820000 conflict 32
iter 2830000 conflict 48
iter 2840000 conflict 26
iter 2850000 conflict 20
iter 2860000 conflict 28
iter 2870000 conflict 32
iter 2880000 conflict 24
iter 2890000 conflict 30
iter 2900000 conflict 30
iter 2910000 conflict 32
iter 2920000 conflict 36
iter 2930000 conflict 22
iter 2940000 conflict 38
iter 2950000 conflict 16
iter 2960000 conflict 26
iter 2970000 conflict 22
iter 2980000 conflict 20
iter 2990000 conflict 22
iter 3000000 conflict 10
iter 3010000 conflict 20
iter 3020000 conflict 22
iter 3030000 conflict 30
iter 3040000 conflict 24
iter 3050000 conflict 20
iter 3060000 conflict 38
iter 3070000 conflict 34
iter 3080000 conflict 18
iter 3090000 conflict 24
iter 3100000 conflict 30
iter 3110000 conflict 40
iter 3120000 conflict 34
iter 3130000 conflict 40
iter 3140000 conflict 18
iter 3150000 conflict 34
iter 3160000 conflict 26
iter 3170000 conflict 18
iter 3180000 conflict 18
iter 3190000 conflict 20
iter 3200000 conflict 14
iter 3210000 conflict 20
iter 3220000 conflict 26
iter 3230000 conflict 20
iter 3240000 conflict 26
iter 3250000 conflict 34
iter 3260000 conflict 24
iter 3270000 conflict 30
iter 3280000 conflict 30
iter 3290000 conflict 20
iter 3300000 conflict 24
iter 3310000 conflict 22
iter 3320000 conflict 42
iter 3330000 conflict 36
iter 3340000 conflict 36
iter 3350000 conflict 36
iter 3360000 conflict 28
iter 3370000 conflict 22
iter 3380000 conflict 32
iter 3390000 conflict 38
iter 3400000 conflict 22
iter 3410000 conflict 28
iter 3420000 conflict 30
iter 3430000 conflict 30
iter 3440000 conflict 32
iter 3450000 conflict 34
iter 3460000 conflict 28
iter 3470000 conflict 28
iter 3480000 conflict 42
iter 3490000 conflict 34
iter 3500000 conflict 30
iter 3510000 conflict 14
iter 3520000 conflict 22
iter 3530000 conflict 12
iter 3540000 conflict 16
iter 3550000 conflict 14
iter 3560000 conflict 16
iter 3570000 conflict 20
iter 3580000 conflict 48
iter 3590000 conflict 42
iter 3600000 conflict 30
iter 3610000 conflict 32
iter 3620000 conflict 18
iter 3630000 conflict 28
iter 3640000 conflict 14
iter 3650000 conflict 18
iter 3660000 conflict 34
iter 3670000 conflict 20
iter 3680000 conflict 28
iter 3690000 conflict 28
iter 3700000 conflict 36
iter 3710000 conflict 26
iter 3720000 conflict 32
iter 3730000 conflict 28
iter 3740000 conflict 34
iter 3750000 conflict 22
iter 3760000 conflict 16
iter 3770000 conflict 14
iter 3780000 conflict 36
iter 3790000 conflict 30
iter 3800000 conflict 18
iter 3810000 conflict 38
iter 3820000 conflict 18
iter 3830000 conflict 12
iter 3840000 conflict 28
iter 3850000 conflict 26
iter 3860000 conflict 14
iter 3870000 conflict 28
iter 3880000 conflict 14
iter 3890000 conflict 6
iter 3900000 conflict 18
iter 3910000 conflict 22
iter 3920000 conflict 12
iter 3930000 conflict 22
iter 3940000 conflict 28
iter 3950000 conflict 30
iter 3960000 conflict 32
iter 3970000 conflict 28
iter 3980000 conflict 32
iter 3990000 conflict 32
iter 4000000 conflict 36
iter 4010000 conflict 36
iter 4020000 conflict 40
iter 4030000 conflict 22
iter 4040000 conflict 46
iter 4050000 conflict 18
iter 4060000 conflict 8
iter 4070000 conflict 12
iter 4080000 conflict 26
iter 4090000 conflict 20
iter 4100000 conflict 34
iter 4110000 conflict 26
iter 4120000 conflict 16
iter 4130000 conflict 24
iter 4140000 conflict 20
iter 4150000 conflict 12
iter 4160000 conflict 10
iter 4170000 conflict 18
iter 4180000 conflict 22
iter 4190000 conflict 10
iter 4200000 conflict 20
iter 4210000 conflict 8
K is 50
the ans is
0 33 4 34 48 31 7 36 11 4 20 
1 37 31 36 40 6 40 24 7 41 
42 19 39 8 17 11 42 36 38 24 
27 6 34 0 12 43 46 30 45 35 
10 4 32 12 8 30 23 38 17 49 
20 48 29 43 28 1 3 35 7 33 
2 34 49 37 29 38 22 19 25 0 
18 11 22 33 8 0 20 39 47 4 
18 38 36 31 8 25 18 11 46 9 
36 48 12 46 4 47 10 27 29 13 
30 45 24 15 6 45 49 2 44 25 
3 32 14 0 5 19 31 37 31 25 
1 4 21 36 45 36 22 2 5 19 
28 0 34 16 28 26 28 43 0 29 
32 3 48 46 2 25 27 47 22 47 
13 41 39 39 5 30 22 23 13 49 
28 25 22 5 16 40 21 47 40 35 
11 49 35 33 48 16 14 17 3 27 
14 41 9 22 22 8 6 27 10 28 
15 17 16 25 30 10 11 42 39 48 
3 44 17 19 7 39 20 2 33 43 
3 13 9 32 46 46 31 44 34 14 
4 14 8 27 31 2 37 11 10 44 
26 23 48 7 45 12 49 15 21 16 
32 6 16 37 16 42 17 1 24 22 
44 5 32 44 19 46 7 18 47 10 
29 41 19 14 3 20 47 1 38 43 
4 1 25 2 15 47 49 15 19 41 
44 3 35 3 14 11 8 34 0 11 
7 42 37 4 39 23 26 19 14 38 
42 21 13 11 5 42 29 40 12 33 
17 14 36 6 9 9 16 12 44 6 
41 46 14 41 30 45 47 28 49 14 
1 36 25 37 8 38 31 41 29 5 
30 12 27 19 5 31 34 2 44 35 
44 37 0 1 15 1 45 8 23 21 
37 7 41 43 13 32 9 28 40 8 
33 9 20 21 30 24 34 47 0 13 
10 6 46 34 22 24 48 45 20 17 
24 21 48 7 5 32 13 2 3 38 
45 13 1 49 17 24 18 7 32 35 
46 20 22 26 5 11 34 2 32 37 
49 24 29 13 11 43 23 27 40 15 
28 0 33 17 43 9 20 5 24 35 
48 23 43 38 2 20 18 27 26 25 
47 18 16 8 40 42 21 9 38 4 
27 43 48 23 34 39 36 30 6 40 
23 28 43 44 26 10 21 48 37 17 
33 35 29 15 1 45 39 13 18 41 
26 47 42 18 20 5 49 15 12 Time cost in seconds: 251.354
