test file is  ./DSJC250.5.col.txt
iter 2800000 conflict 44
iter 2810000 conflict 22
iter 2820000 conflict 36
iter 2830000 conflict 34
iter 2840000 conflict 12
iter 2850000 conflict 30
iter 2860000 conflict 18
iter 2870000 conflict 20
iter 2880000 conflict 26
iter 2890000 conflict 28
iter 2900000 conflict 24
iter 2910000 conflict 26
iter 2920000 conflict 28
iter 2930000 conflict 30
iter 2940000 conflict 40
iter 2950000 conflict 16
iter 2960000 conflict 22
iter 2970000 conflict 20
iter 2980000 conflict 30
iter 2990000 conflict 32
iter 3000000 conflict 22
iter 3010000 conflict 16
iter 3020000 conflict 14
iter 3030000 conflict 10
iter 3040000 conflict 22
iter 3050000 conflict 24
iter 3060000 conflict 20
iter 3070000 conflict 8
iter 3080000 conflict 16
iter 3090000 conflict 28
iter 3100000 conflict 20
iter 3110000 conflict 22
iter 3120000 conflict 26
iter 3130000 conflict 28
iter 3140000 conflict 28
iter 3150000 conflict 10
iter 3160000 conflict 18
iter 3170000 conflict 24
iter 3180000 conflict 38
iter 3190000 conflict 30
iter 3200000 conflict 24
iter 3210000 conflict 20
iter 3220000 conflict 26
iter 3230000 conflict 16
iter 3240000 conflict 30
iter 3250000 conflict 26
iter 3260000 conflict 28
iter 3270000 conflict 22
iter 3280000 conflict 20
iter 3290000 conflict 34
iter 3300000 conflict 26
iter 3310000 conflict 18
iter 3320000 conflict 32
iter 3330000 conflict 34
iter 3340000 conflict 26
iter 3350000 conflict 26
iter 3360000 conflict 28
iter 3370000 conflict 14
iter 3380000 conflict 20
iter 3390000 conflict 22
iter 3400000 conflict 36
iter 3410000 conflict 30
iter 3420000 conflict 18
iter 3430000 conflict 26
iter 3440000 conflict 32
iter 3450000 conflict 34
iter 3460000 conflict 22
iter 3470000 conflict 22
iter 3480000 conflict 12
iter 3490000 conflict 26
iter 3500000 conflict 14
iter 3510000 conflict 12
iter 3520000 conflict 12
iter 3530000 conflict 20
iter 3540000 conflict 18
iter 3550000 conflict 16
iter 3560000 conflict 18
iter 3570000 conflict 12
K is 28
the ans is
0 26 8 24 14 26 24 20 9 6 18 
10 5 13 19 3 23 11 27 13 3 
9 25 16 19 5 17 18 25 26 7 
8 1 7 6 3 2 11 24 11 14 
15 18 16 22 3 27 13 24 20 25 
4 8 21 14 14 22 19 25 2 25 
14 3 15 20 24 16 27 4 5 5 
7 18 22 3 26 7 20 8 14 21 
24 23 7 22 25 5 2 3 1 20 
8 10 0 27 7 11 21 24 15 21 
11 4 18 0 21 15 26 25 25 3 
0 16 21 16 23 11 18 23 6 9 
2 9 3 13 23 1 12 21 14 0 
16 0 8 20 16 27 25 13 27 7 
9 21 17 15 4 19 17 6 11 4 
14 13 6 7 3 10 17 23 4 20 
22 9 1 2 10 21 2 10 2 9 
27 12 16 8 19 20 3 0 17 10 
8 17 19 1 22 12 23 0 11 22 
15 16 17 15 7 18 23 15 7 18 
20 26 10 12 16 27 2 12 13 21 
11 9 19 25 17 23 1 12 6 5 
25 17 12 13 5 6 19 18 26 2 
1 11 21 11 24 9 17 26 27 14 
22 20 14 15 12 21 12 15 27 Time cost in seconds: 95.3894
