test file is  ./DSJC250.9.col.txt
iter 2800000 conflict 4
iter 2810000 conflict 4
iter 2820000 conflict 4
iter 2830000 conflict 4
iter 2840000 conflict 4
iter 2850000 conflict 4
iter 2860000 conflict 4
iter 2870000 conflict 4
iter 2880000 conflict 2
iter 2890000 conflict 4
iter 2900000 conflict 2
iter 2910000 conflict 4
iter 2920000 conflict 4
iter 2930000 conflict 4
iter 2940000 conflict 4
iter 2950000 conflict 4
iter 2960000 conflict 4
iter 2970000 conflict 4
iter 2980000 conflict 4
iter 2990000 conflict 2
iter 3000000 conflict 4
iter 3010000 conflict 4
iter 3020000 conflict 4
iter 3030000 conflict 4
iter 3040000 conflict 4
iter 3050000 conflict 4
iter 3060000 conflict 4
iter 3070000 conflict 4
iter 3080000 conflict 4
iter 3090000 conflict 4
iter 3100000 conflict 4
iter 3110000 conflict 4
iter 3120000 conflict 4
iter 3130000 conflict 4
iter 3140000 conflict 4
iter 3150000 conflict 4
iter 3160000 conflict 4
iter 3170000 conflict 4
iter 3180000 conflict 4
iter 3190000 conflict 4
iter 3200000 conflict 4
iter 3210000 conflict 4
iter 3220000 conflict 4
iter 3230000 conflict 2
iter 3240000 conflict 4
iter 3250000 conflict 4
iter 3260000 conflict 2
iter 3270000 conflict 4
iter 3280000 conflict 4
iter 3290000 conflict 4
iter 3300000 conflict 4
iter 3310000 conflict 4
iter 3320000 conflict 4
iter 3330000 conflict 4
iter 3340000 conflict 4
iter 3350000 conflict 4
iter 3360000 conflict 4
iter 3370000 conflict 4
iter 3380000 conflict 4
iter 3390000 conflict 4
iter 3400000 conflict 4
iter 3410000 conflict 4
iter 3420000 conflict 4
iter 3430000 conflict 2
iter 3440000 conflict 4
iter 3450000 conflict 4
iter 3460000 conflict 4
iter 3470000 conflict 4
iter 3480000 conflict 4
iter 3490000 conflict 4
iter 3500000 conflict 4
iter 3510000 conflict 4
iter 3520000 conflict 4
iter 3530000 conflict 4
iter 3540000 conflict 4
iter 3550000 conflict 4
iter 3560000 conflict 4
iter 3570000 conflict 4
iter 3580000 conflict 4
iter 3590000 conflict 2
iter 3600000 conflict 4
iter 3610000 conflict 4
iter 3620000 conflict 4
iter 3630000 conflict 4
iter 3640000 conflict 4
iter 3650000 conflict 4
iter 3660000 conflict 4
iter 3670000 conflict 4
iter 3680000 conflict 4
iter 3690000 conflict 4
iter 3700000 conflict 4
iter 3710000 conflict 4
iter 3720000 conflict 4
iter 3730000 conflict 4
iter 3740000 conflict 4
iter 3750000 conflict 4
iter 3760000 conflict 4
iter 3770000 conflict 4
iter 3780000 conflict 2
iter 3790000 conflict 4
iter 3800000 conflict 4
iter 3810000 conflict 4
iter 3820000 conflict 4
iter 3830000 conflict 4
iter 3840000 conflict 4
iter 3850000 conflict 4
iter 3860000 conflict 4
iter 3870000 conflict 4
iter 3880000 conflict 4
iter 3890000 conflict 4
iter 3900000 conflict 4
iter 3910000 conflict 4
iter 3920000 conflict 4
iter 3930000 conflict 4
iter 3940000 conflict 4
iter 3950000 conflict 4
iter 3960000 conflict 2
iter 3970000 conflict 4
iter 3980000 conflict 4
iter 3990000 conflict 4
iter 4000000 conflict 4
iter 4010000 conflict 4
iter 4020000 conflict 4
iter 4030000 conflict 4
iter 4040000 conflict 4
iter 4050000 conflict 4
iter 4060000 conflict 4
iter 4070000 conflict 4
iter 4080000 conflict 4
iter 4090000 conflict 4
iter 4100000 conflict 4
iter 4110000 conflict 4
iter 4120000 conflict 4
iter 4130000 conflict 4
iter 4140000 conflict 4
iter 4150000 conflict 4
iter 4160000 conflict 4
iter 4170000 conflict 4
iter 4180000 conflict 4
iter 4190000 conflict 4
iter 4200000 conflict 4
iter 4210000 conflict 4
iter 4220000 conflict 4
iter 4230000 conflict 4
iter 4240000 conflict 4
iter 4250000 conflict 2
iter 4260000 conflict 4
iter 4270000 conflict 4
iter 4280000 conflict 4
iter 4290000 conflict 2
iter 4300000 conflict 4
iter 4310000 conflict 4
iter 4320000 conflict 4
iter 4330000 conflict 4
iter 4340000 conflict 4
iter 4350000 conflict 4
iter 4360000 conflict 4
iter 4370000 conflict 4
iter 4380000 conflict 4
iter 4390000 conflict 4
iter 4400000 conflict 4
iter 4410000 conflict 4
iter 4420000 conflict 4
iter 4430000 conflict 4
iter 4440000 conflict 4
iter 4450000 conflict 4
iter 4460000 conflict 4
iter 4470000 conflict 4
iter 4480000 conflict 2
iter 4490000 conflict 4
iter 4500000 conflict 4
iter 4510000 conflict 4
iter 4520000 conflict 4
iter 4530000 conflict 4
iter 4540000 conflict 4
iter 4550000 conflict 4
iter 4560000 conflict 4
iter 4570000 conflict 4
iter 4580000 conflict 4
iter 4590000 conflict 4
iter 4600000 conflict 4
iter 4610000 conflict 4
iter 4620000 conflict 4
iter 4630000 conflict 4
iter 4640000 conflict 4
iter 4650000 conflict 4
iter 4660000 conflict 2
iter 4670000 conflict 2
iter 4680000 conflict 4
iter 4690000 conflict 4
iter 4700000 conflict 4
iter 4710000 conflict 4
iter 4720000 conflict 2
iter 4730000 conflict 4
iter 4740000 conflict 4
iter 4750000 conflict 4
iter 4760000 conflict 4
iter 4770000 conflict 4
iter 4780000 conflict 2
iter 4790000 conflict 4
iter 4800000 conflict 4
iter 4810000 conflict 4
iter 4820000 conflict 4
iter 4830000 conflict 4
iter 4840000 conflict 4
iter 4850000 conflict 4
iter 4860000 conflict 4
iter 4870000 conflict 4
iter 4880000 conflict 4
iter 4890000 conflict 2
iter 4900000 conflict 4
iter 4910000 conflict 4
iter 4920000 conflict 4
iter 4930000 conflict 4
iter 4940000 conflict 4
iter 4950000 conflict 4
iter 4960000 conflict 4
iter 4970000 conflict 4
iter 4980000 conflict 4
iter 4990000 conflict 4
iter 5000000 conflict 4
iter 5010000 conflict 4
iter 5020000 conflict 4
iter 5030000 conflict 4
iter 5040000 conflict 4
iter 5050000 conflict 4
iter 5060000 conflict 4
iter 5070000 conflict 4
iter 5080000 conflict 4
iter 5090000 conflict 4
iter 5100000 conflict 4
iter 5110000 conflict 4
iter 5120000 conflict 4
iter 5130000 conflict 4
iter 5140000 conflict 4
iter 5150000 conflict 4
iter 5160000 conflict 4
iter 5170000 conflict 4
iter 5180000 conflict 4
iter 5190000 conflict 4
iter 5200000 conflict 4
iter 5210000 conflict 4
iter 5220000 conflict 4
iter 5230000 conflict 4
iter 5240000 conflict 2
iter 5250000 conflict 2
iter 5260000 conflict 4
iter 5270000 conflict 4
iter 5280000 conflict 4
iter 5290000 conflict 4
iter 5300000 conflict 4
iter 5310000 conflict 2
iter 5320000 conflict 4
iter 5330000 conflict 4
iter 5340000 conflict 4
iter 5350000 conflict 4
iter 5360000 conflict 4
iter 5370000 conflict 4
iter 5380000 conflict 4
iter 5390000 conflict 4
iter 5400000 conflict 4
iter 5410000 conflict 4
iter 5420000 conflict 4
iter 5430000 conflict 4
iter 5440000 conflict 4
iter 5450000 conflict 4
iter 5460000 conflict 4
iter 5470000 conflict 4
iter 5480000 conflict 2
iter 5490000 conflict 4
iter 5500000 conflict 4
iter 5510000 conflict 4
iter 5520000 conflict 4
iter 5530000 conflict 4
iter 5540000 conflict 4
iter 5550000 conflict 2
iter 5560000 conflict 4
iter 5570000 conflict 4
iter 5580000 conflict 4
iter 5590000 conflict 4
iter 5600000 conflict 4
iter 5610000 conflict 4
iter 5620000 conflict 4
iter 5630000 conflict 4
iter 5640000 conflict 2
iter 5650000 conflict 4
iter 5660000 conflict 4
iter 5670000 conflict 4
iter 5680000 conflict 4
iter 5690000 conflict 4
iter 5700000 conflict 4
iter 5710000 conflict 4
iter 5720000 conflict 4
iter 5730000 conflict 4
iter 5740000 conflict 2
iter 5750000 conflict 4
iter 5760000 conflict 4
iter 5770000 conflict 4
iter 5780000 conflict 4
iter 5790000 conflict 2
iter 5800000 conflict 4
iter 5810000 conflict 4
iter 5820000 conflict 4
iter 5830000 conflict 4
iter 5840000 conflict 4
iter 5850000 conflict 4
iter 5860000 conflict 4
iter 5870000 conflict 2
iter 5880000 conflict 4
iter 5890000 conflict 4
iter 5900000 conflict 4
iter 5910000 conflict 2
iter 5920000 conflict 4
iter 5930000 conflict 4
iter 5940000 conflict 4
iter 5950000 conflict 4
iter 5960000 conflict 4
iter 5970000 conflict 4
iter 5980000 conflict 4
iter 5990000 conflict 4
iter 6000000 conflict 4
iter 6010000 conflict 2
iter 6020000 conflict 4
iter 6030000 conflict 4
iter 6040000 conflict 4
iter 6050000 conflict 4
iter 6060000 conflict 4
iter 6070000 conflict 4
iter 6080000 conflict 2
iter 6090000 conflict 4
iter 6100000 conflict 4
iter 6110000 conflict 4
iter 6120000 conflict 4
iter 6130000 conflict 4
iter 6140000 conflict 4
iter 6150000 conflict 4
iter 6160000 conflict 4
iter 6170000 conflict 4
iter 6180000 conflict 2
iter 6190000 conflict 4
iter 6200000 conflict 4
iter 6210000 conflict 4
iter 6220000 conflict 4
iter 6230000 conflict 2
iter 6240000 conflict 4
iter 6250000 conflict 4
iter 6260000 conflict 2
iter 6270000 conflict 4
iter 6280000 conflict 4
iter 6290000 conflict 4
iter 6300000 conflict 4
iter 6310000 conflict 4
iter 6320000 conflict 4
iter 6330000 conflict 4
iter 6340000 conflict 4
iter 6350000 conflict 4
iter 6360000 conflict 4
iter 6370000 conflict 4
iter 6380000 conflict 4
iter 6390000 conflict 4
iter 6400000 conflict 4
iter 6410000 conflict 4
iter 6420000 conflict 2
iter 6430000 conflict 4
iter 6440000 conflict 4
iter 6450000 conflict 2
iter 6460000 conflict 4
iter 6470000 conflict 2
iter 6480000 conflict 4
iter 6490000 conflict 4
iter 6500000 conflict 4
iter 6510000 conflict 2
iter 6520000 conflict 4
iter 6530000 conflict 4
iter 6540000 conflict 4
iter 6550000 conflict 4
iter 6560000 conflict 4
iter 6570000 conflict 4
iter 6580000 conflict 4
iter 6590000 conflict 4
iter 6600000 conflict 4
iter 6610000 conflict 4
iter 6620000 conflict 2
iter 6630000 conflict 4
iter 6640000 conflict 4
iter 6650000 conflict 4
iter 6660000 conflict 4
iter 6670000 conflict 4
iter 6680000 conflict 4
iter 6690000 conflict 4
iter 6700000 conflict 4
iter 6710000 conflict 4
iter 6720000 conflict 4
iter 6730000 conflict 4
iter 6740000 conflict 4
iter 6750000 conflict 4
iter 6760000 conflict 4
iter 6770000 conflict 4
iter 6780000 conflict 4
iter 6790000 conflict 4
iter 6800000 conflict 4
iter 6810000 conflict 4
iter 6820000 conflict 2
iter 6830000 conflict 4
iter 6840000 conflict 4
iter 6850000 conflict 2
iter 6860000 conflict 4
iter 6870000 conflict 2
iter 6880000 conflict 4
iter 6890000 conflict 2
iter 6900000 conflict 4
iter 6910000 conflict 4
iter 6920000 conflict 2
iter 6930000 conflict 2
iter 6940000 conflict 4
iter 6950000 conflict 4
iter 6960000 conflict 4
iter 6970000 conflict 4
iter 6980000 conflict 4
iter 6990000 conflict 4
iter 7000000 conflict 4
iter 7010000 conflict 4
iter 7020000 conflict 4
iter 7030000 conflict 4
iter 7040000 conflict 4
iter 7050000 conflict 4
iter 7060000 conflict 4
iter 7070000 conflict 4
iter 7080000 conflict 4
iter 7090000 conflict 4
iter 7100000 conflict 4
iter 7110000 conflict 4
iter 7120000 conflict 4
iter 7130000 conflict 4
iter 7140000 conflict 4
iter 7150000 conflict 4
iter 7160000 conflict 4
iter 7170000 conflict 4
iter 7180000 conflict 4
iter 7190000 conflict 4
iter 7200000 conflict 4
iter 7210000 conflict 4
iter 7220000 conflict 4
iter 7230000 conflict 4
iter 7240000 conflict 4
iter 7250000 conflict 4
iter 7260000 conflict 4
iter 7270000 conflict 4
iter 7280000 conflict 4
iter 7290000 conflict 4
iter 7300000 conflict 4
iter 7310000 conflict 4
iter 7320000 conflict 4
iter 7330000 conflict 4
iter 7340000 conflict 4
iter 7350000 conflict 2
iter 7360000 conflict 4
iter 7370000 conflict 4
iter 7380000 conflict 4
iter 7390000 conflict 4
iter 7400000 conflict 4
iter 7410000 conflict 4
iter 7420000 conflict 4
iter 7430000 conflict 4
iter 7440000 conflict 4
iter 7450000 conflict 4
iter 7460000 conflict 4
iter 7470000 conflict 4
iter 7480000 conflict 4
iter 7490000 conflict 4
iter 7500000 conflict 4
iter 7510000 conflict 4
iter 7520000 conflict 4
iter 7530000 conflict 4
iter 7540000 conflict 4
iter 7550000 conflict 2
iter 7560000 conflict 4
iter 7570000 conflict 4
iter 7580000 conflict 4
iter 7590000 conflict 4
iter 7600000 conflict 4
iter 7610000 conflict 4
iter 7620000 conflict 4
iter 7630000 conflict 4
iter 7640000 conflict 4
iter 7650000 conflict 4
iter 7660000 conflict 4
iter 7670000 conflict 4
iter 7680000 conflict 4
iter 7690000 conflict 4
iter 7700000 conflict 4
iter 7710000 conflict 4
iter 7720000 conflict 4
iter 7730000 conflict 4
iter 7740000 conflict 4
iter 7750000 conflict 4
iter 7760000 conflict 4
iter 7770000 conflict 2
iter 7780000 conflict 4
iter 7790000 conflict 4
iter 7800000 conflict 4
iter 7810000 conflict 4
iter 7820000 conflict 4
iter 7830000 conflict 4
iter 7840000 conflict 4
iter 7850000 conflict 4
iter 7860000 conflict 4
iter 7870000 conflict 4
iter 7880000 conflict 4
iter 7890000 conflict 4
iter 7900000 conflict 2
iter 7910000 conflict 4
iter 7920000 conflict 4
iter 7930000 conflict 4
iter 7940000 conflict 4
iter 7950000 conflict 4
iter 7960000 conflict 4
iter 7970000 conflict 4
iter 7980000 conflict 4
iter 7990000 conflict 4
iter 8000000 conflict 4
iter 8010000 conflict 4
iter 8020000 conflict 4
iter 8030000 conflict 2
iter 8040000 conflict 4
iter 8050000 conflict 4
iter 8060000 conflict 4
iter 8070000 conflict 4
iter 8080000 conflict 4
iter 8090000 conflict 4
iter 8100000 conflict 4
iter 8110000 conflict 4
iter 8120000 conflict 4
iter 8130000 conflict 4
iter 8140000 conflict 4
iter 8150000 conflict 4
iter 8160000 conflict 4
iter 8170000 conflict 2
iter 8180000 conflict 4
iter 8190000 conflict 4
iter 8200000 conflict 4
iter 8210000 conflict 4
iter 8220000 conflict 4
iter 8230000 conflict 4
iter 8240000 conflict 4
iter 8250000 conflict 4
iter 8260000 conflict 4
iter 8270000 conflict 4
iter 8280000 conflict 4
iter 8290000 conflict 2
iter 8300000 conflict 4
iter 8310000 conflict 4
iter 8320000 conflict 4
iter 8330000 conflict 4
iter 8340000 conflict 4
iter 8350000 conflict 4
iter 8360000 conflict 2
iter 8370000 conflict 4
iter 8380000 conflict 4
iter 8390000 conflict 2
iter 8400000 conflict 4
iter 8410000 conflict 4
iter 8420000 conflict 2
iter 8430000 conflict 4
iter 8440000 conflict 2
iter 8450000 conflict 4
iter 8460000 conflict 4
iter 8470000 conflict 4
iter 8480000 conflict 4
iter 8490000 conflict 4
iter 8500000 conflict 4
iter 8510000 conflict 4
iter 8520000 conflict 4
iter 8530000 conflict 4
iter 8540000 conflict 4
iter 8550000 conflict 4
iter 8560000 conflict 2
iter 8570000 conflict 4
iter 8580000 conflict 2
iter 8590000 conflict 4
iter 8600000 conflict 4
iter 8610000 conflict 4
iter 8620000 conflict 4
iter 8630000 conflict 4
iter 8640000 conflict 4
iter 8650000 conflict 4
iter 8660000 conflict 4
iter 8670000 conflict 4
iter 8680000 conflict 4
iter 8690000 conflict 4
iter 8700000 conflict 2
iter 8710000 conflict 4
iter 8720000 conflict 4
iter 8730000 conflict 4
iter 8740000 conflict 2
iter 8750000 conflict 4
iter 8760000 conflict 2
iter 8770000 conflict 4
iter 8780000 conflict 4
iter 8790000 conflict 4
iter 8800000 conflict 4
iter 8810000 conflict 4
iter 8820000 conflict 4
iter 8830000 conflict 4
iter 8840000 conflict 4
iter 8850000 conflict 4
iter 8860000 conflict 4
iter 8870000 conflict 4
iter 8880000 conflict 4
iter 8890000 conflict 4
iter 8900000 conflict 4
iter 8910000 conflict 4
iter 8920000 conflict 4
iter 8930000 conflict 4
iter 8940000 conflict 4
iter 8950000 conflict 4
iter 8960000 conflict 4
iter 8970000 conflict 4
iter 8980000 conflict 4
iter 8990000 conflict 4
iter 9000000 conflict 4
iter 9010000 conflict 4
iter 9020000 conflict 4
iter 9030000 conflict 4
iter 9040000 conflict 4
iter 9050000 conflict 4
iter 9060000 conflict 4
iter 9070000 conflict 4
iter 9080000 conflict 2
iter 9090000 conflict 2
iter 9100000 conflict 4
iter 9110000 conflict 4
iter 9120000 conflict 4
iter 9130000 conflict 4
iter 9140000 conflict 4
iter 9150000 conflict 4
iter 9160000 conflict 4
iter 9170000 conflict 4
iter 9180000 conflict 4
iter 9190000 conflict 4
iter 9200000 conflict 4
iter 9210000 conflict 4
iter 9220000 conflict 4
iter 9230000 conflict 4
iter 9240000 conflict 4
iter 9250000 conflict 4
iter 9260000 conflict 4
iter 9270000 conflict 4
iter 9280000 conflict 4
iter 9290000 conflict 4
iter 9300000 conflict 4
iter 9310000 conflict 2
iter 9320000 conflict 4
iter 9330000 conflict 4
iter 9340000 conflict 4
iter 9350000 conflict 4
iter 9360000 conflict 4
iter 9370000 conflict 4
iter 9380000 conflict 4
iter 9390000 conflict 2
iter 9400000 conflict 4
iter 9410000 conflict 2
iter 9420000 conflict 4
iter 9430000 conflict 2
iter 9440000 conflict 4
iter 9450000 conflict 4
iter 9460000 conflict 4
iter 9470000 conflict 4
iter 9480000 conflict 4
iter 9490000 conflict 2
iter 9500000 conflict 4
iter 9510000 conflict 4
iter 9520000 conflict 4
iter 9530000 conflict 4
iter 9540000 conflict 2
iter 9550000 conflict 4
iter 9560000 conflict 4
iter 9570000 conflict 4
iter 9580000 conflict 4
iter 9590000 conflict 4
iter 9600000 conflict 4
iter 9610000 conflict 4
iter 9620000 conflict 4
iter 9630000 conflict 4
iter 9640000 conflict 4
iter 9650000 conflict 4
iter 9660000 conflict 4
iter 9670000 conflict 4
iter 9680000 conflict 4
iter 9690000 conflict 4
iter 9700000 conflict 2
iter 9710000 conflict 4
iter 9720000 conflict 4
iter 9730000 conflict 4
iter 9740000 conflict 4
iter 9750000 conflict 4
iter 9760000 conflict 4
iter 9770000 conflict 4
iter 9780000 conflict 2
iter 9790000 conflict 4
iter 9800000 conflict 4
iter 9810000 conflict 4
iter 9820000 conflict 4
iter 9830000 conflict 4
iter 9840000 conflict 4
iter 9850000 conflict 4
iter 9860000 conflict 2
iter 9870000 conflict 4
iter 9880000 conflict 4
iter 9890000 conflict 4
iter 9900000 conflict 4
iter 9910000 conflict 4
iter 9920000 conflict 4
iter 9930000 conflict 4
iter 9940000 conflict 4
iter 9950000 conflict 4
iter 9960000 conflict 4
iter 9970000 conflict 4
iter 9980000 conflict 4
iter 9990000 conflict 4
iter 10000000 conflict 4
Time cost in seconds: 170.111
